,Timestamp,Eixo X,Eixo Y,Eixo Z
0,0.0,2.958984,7.937256,-8.000000
1,0.0015559196472167969,0.857666,-8.000000,7.937256
2,0.006285429000854492,-7.837891,5.430908,-8.000000
3,0.01131892204284668,1.281982,-2.759766,7.937256
4,0.019318819046020508,4.132812,5.381348,-5.056885
5,0.02428603172302246,-3.224854,-8.000000,0.340820
6,0.0303192138671875,1.475830,7.937256,6.746094
7,0.03633928298950195,1.114258,-2.094238,-8.000000
8,0.03975987434387207,-4.869141,0.037109,7.937256
9,0.0463254451751709,3.386963,4.347412,-7.550537
10,0.054326772689819336,1.545654,-6.498047,7.937256
11,0.05636882781982422,-5.283691,-0.478760,-2.780518
12,0.06443500518798828,-1.812256,-6.415039,7.937256
13,0.06648516654968262,1.274170,7.034912,-7.324219
14,0.07665085792541504,-2.086182,-8.000000,7.937256
15,0.07665085792541504,4.272217,7.937256,-4.304199
16,0.08677029609680176,-4.241455,-8.000000,-3.008057
17,0.09684133529663086,-1.489014,7.437500,7.937256
18,0.09684133529663086,-1.759277,4.163330,-8.000000
19,0.10694122314453125,3.666016,3.094482,7.937256
20,0.10694122314453125,-2.198486,-0.781738,-8.000000
21,0.1170492172241211,7.937256,7.937256,7.937256
22,0.12509608268737793,-4.738037,-8.000000,-8.000000
23,0.12714195251464844,3.262695,7.937256,7.937256
24,0.13519740104675293,3.637695,1.120850,-8.000000
25,0.14529633522033691,7.243164,-8.000000,7.937256
26,0.1473531723022461,-1.318604,7.937256,-6.978516
27,0.15745854377746582,5.653809,-5.437256,7.889893
28,0.15745854377746582,-2.045166,3.212646,-5.654297
29,0.16755175590515137,1.179199,-0.126465,7.937256
30,0.16755175590515137,7.937256,-3.382568,0.331055
31,0.17768192291259766,-8.000000,-3.592285,-4.342285
32,0.18575572967529297,7.937256,4.972412,7.937256
33,0.1878070831298828,-3.594482,-0.004883,-8.000000
34,0.19798898696899414,5.641602,-2.298340,7.937256
35,0.20462989807128906,-0.633789,7.937256,-8.000000
36,0.2106788158416748,-1.398438,-8.000000,7.937256
37,0.21668004989624023,-8.000000,7.937256,-6.546875
38,0.22166228294372559,2.382324,-6.884033,7.937256
39,0.22868108749389648,3.451416,2.671875,-5.634766
40,0.23767995834350586,-5.211182,-4.229004,4.063232
41,0.23962783813476562,7.937256,6.400391,2.935059
42,0.2466268539428711,-8.000000,-8.000000,-5.372314
43,0.25168395042419434,0.221924,7.937256,7.937256
44,0.2567942142486572,-2.104736,-2.510986,-8.000000
45,0.25887203216552734,-4.025635,-3.100098,7.937256
46,0.2690143585205078,4.945312,3.994385,-8.000000
47,0.2690143585205078,-1.419189,-5.721924,7.937256
48,0.282623291015625,0.226074,0.990723,-4.901123
49,0.28705430030822754,-0.871826,-6.487061,7.937256
50,0.2891066074371338,4.589355,6.257324,-8.000000
51,0.30172228813171387,-1.213623,-8.000000,7.937256
52,0.3057219982147217,3.069580,7.937256,-6.305176
53,0.31072521209716797,-0.567139,-8.000000,3.302734
54,0.31867146492004395,-5.552979,7.937256,3.465576
55,0.3230292797088623,5.589600,-2.739502,-5.450928
56,0.3276073932647705,0.345703,-0.963135,6.200684
57,0.3377242088317871,-3.426514,0.942383,-2.183838
58,0.33986425399780273,7.937256,2.607666,6.814697
59,0.33986425399780273,-8.000000,-6.500244,-6.862061
60,0.34998130798339844,2.243164,7.715820,7.937256
61,0.35808444023132324,1.681396,-0.815674,-8.000000
62,0.3599836826324463,-0.373779,1.254639,6.724121
63,0.37017178535461426,6.194092,-2.008301,-2.229980
64,0.3727290630340576,-0.085693,4.525635,4.515137
65,0.3820986747741699,3.283203,0.913330,-5.185547
66,0.3891313076019287,-4.778809,-3.494873,7.178955
67,0.39118170738220215,1.322266,7.937256,-1.915771
68,0.39924192428588867,-4.216553,-6.297363,-3.354492
69,0.4012925624847412,-3.883789,2.135498,7.937256
70,0.41138577461242676,2.154297,5.023193,-8.000000
71,0.41138577461242676,4.009033,-6.372314,7.937256
72,0.4214606285095215,-8.000000,-0.813965,-8.000000
73,0.4295079708099365,-0.320068,4.076904,7.937256
74,0.4315214157104492,-1.465088,-0.468506,-8.000000
75,0.4416680335998535,1.016602,-5.590576,7.937256
76,0.4416680335998535,5.871338,6.996826,-8.000000
77,0.4517390727996826,4.382812,-7.165527,7.937256
78,0.461834192276001,-8.000000,3.657715,-8.000000
79,0.461834192276001,4.440674,-1.746094,7.937256
80,0.47193169593811035,2.878662,7.061035,-8.000000
81,0.47193169593811035,-0.172607,-4.532471,-1.123779
82,0.48201680183410645,1.237305,3.469482,4.854004
83,0.4900634288787842,7.000488,5.087646,-8.000000
84,0.5001630783081055,-3.261719,-7.589844,7.937256
85,0.5022099018096924,-0.124268,5.294678,-5.019287
86,0.5022099018096924,3.508057,-7.154785,7.937256
87,0.5123176574707031,-4.798584,4.641357,-6.508057
88,0.5205907821655273,0.879639,-8.000000,7.493652
89,0.5226445198059082,1.629150,7.937256,-0.636230
90,0.530686616897583,-4.109863,-6.282471,-5.980713
91,0.5327327251434326,2.360596,1.424805,7.937256
92,0.5428414344787598,-2.126221,7.099365,-8.000000
93,0.5508882999420166,7.198975,-2.324219,7.937256
94,0.5529406070709229,-7.468018,-1.147949,-6.203369
95,0.5609958171844482,3.964844,7.937256,7.937256
96,0.5630471706390381,-4.476318,-2.799072,-8.000000
97,0.5731589794158936,5.421631,-4.032471,7.937256
98,0.5731589794158936,-1.840576,7.442383,-8.000000
99,0.5832719802856445,2.000000,3.246094,-2.172119
100,0.5913188457489014,0.584229,-2.602783,6.863037
101,0.5933642387390137,7.305908,7.937256,-8.000000
102,0.6045670509338379,2.653320,-8.000000,7.937256
103,0.6095695495605469,-8.000000,6.470215,-6.715332
104,0.6145691871643066,5.305420,-3.233154,7.937256
105,0.6225669384002686,-1.759766,0.511475,-2.951172
106,0.6295669078826904,-3.690186,-2.710693,1.673340
107,0.6325674057006836,4.896973,6.459717,4.128174
108,0.6405668258666992,-2.020264,0.610596,-8.000000
109,0.6455667018890381,-4.087646,-1.003662,7.937256
110,0.6505677700042725,5.746094,2.770264,-7.395264
111,0.6575672626495361,-0.317627,-4.475830,5.646973
112,0.6635725498199463,-3.319824,3.585693,-4.866943
113,0.6685686111450195,2.172363,1.247070,-6.305420
114,0.6755683422088623,7.937256,0.432617,7.937256
115,0.6813571453094482,-6.846436,-4.308594,-8.000000
116,0.6887588500976562,-0.285645,3.506592,7.937256
117,0.6935491561889648,6.000977,7.200684,-8.000000
118,0.6985557079315186,-1.189697,-8.000000,7.937256
119,0.7095334529876709,-1.885010,7.937256,-7.385986
120,0.7121443748474121,1.836670,-4.052979,6.215576
121,0.7170360088348389,1.667725,-5.368652,-4.792725
122,0.7225687503814697,-1.503174,3.917236,-1.040283
123,0.7334487438201904,-1.597412,-1.784424,7.937256
124,0.7419247627258301,2.520264,1.865967,-8.000000
125,0.7439007759094238,-2.819336,-8.000000,7.937256
126,0.7493877410888672,0.337646,7.937256,-8.000000
127,0.7531571388244629,3.840820,-5.114258,4.942139
128,0.7581546306610107,-7.081055,2.745850,0.987305
129,0.7661378383636475,4.751709,2.844482,-1.880615
130,0.7711887359619141,3.301514,5.104980,1.824219
131,0.7781875133514404,-3.080811,-7.187500,-1.558350
132,0.7831878662109375,-4.796875,6.685791,7.937256
133,0.7884485721588135,4.903809,3.021484,-8.000000
134,0.7961883544921875,-0.253662,-7.861084,7.937256
135,0.8061888217926025,-1.967529,7.937256,-2.458252
136,0.8091871738433838,1.454102,-1.309570,-5.181152
137,0.8141963481903076,-1.776611,-3.528320,7.937256
138,0.8191912174224854,1.848389,6.201660,-8.000000
139,0.8241894245147705,4.273438,-1.742920,7.937256
140,0.8351907730102539,-0.749756,-3.659424,-8.000000
141,0.8371884822845459,1.081055,0.625977,7.937256
142,0.8393745422363281,-3.023682,5.768799,-8.000000
143,0.8454389572143555,1.648438,-8.000000,7.937256
144,0.8557355403900146,-2.015137,4.700439,-3.704590
145,0.8557355403900146,4.863525,7.937256,-5.509766
146,0.8657793998718262,1.254639,-8.000000,6.369385
147,0.8728137016296387,-4.144287,7.937256,-8.000000
148,0.8758714199066162,6.732910,-6.610352,7.937256
149,0.8859472274780273,-6.426758,0.617920,-8.000000
150,0.8859472274780273,1.925049,-3.888916,7.937256
151,0.8960177898406982,-0.902344,7.610840,-7.629395
152,0.904055118560791,0.414551,-1.876465,2.814453
153,0.9060864448547363,-5.575439,1.814941,2.104492
154,0.9142308235168457,4.105469,-0.430908,-0.133301
155,0.9187440872192383,3.117920,1.080322,1.369873
156,0.926278829574585,1.135010,-4.569824,-1.903809
157,0.926278829574585,-5.477783,-4.540771,7.937256
158,0.9363412857055664,-0.558594,7.937256,-5.129883
159,0.94435715675354,-1.444336,-5.648438,-1.053223
160,0.9463708400726318,-2.431152,1.118164,7.937256
161,0.9544036388397217,1.981934,3.670654,-8.000000
162,0.9564199447631836,6.004395,-0.074219,7.937256
163,0.966526985168457,-6.280029,-8.000000,-8.000000
164,0.974597692489624,0.149170,6.839600,7.937256
165,0.9766476154327393,-2.601318,1.440918,-8.000000
166,0.9846968650817871,6.367188,-8.000000,7.937256
167,0.9867510795593262,-8.000000,7.576416,-4.339844
168,0.9968557357788086,7.937256,1.122803,6.752930
169,0.9968557357788086,7.937256,-6.460449,-3.387939
170,1.0069518089294434,-8.000000,-1.800293,1.724365
171,1.017061710357666,7.015625,4.134277,7.937256
172,1.017061710357666,-5.781982,-0.662354,-8.000000
173,1.0271556377410889,6.299561,-8.000000,7.937256
174,1.0271556377410889,-2.672119,7.937256,-7.714600
175,1.0372779369354248,3.626465,-7.234619,7.075684
176,1.047377586364746,-1.302979,0.920898,-5.571777
177,1.0554375648498535,-3.031250,-2.941162,7.937256
178,1.0574512481689453,6.836182,7.937256,-2.687744
179,1.0655262470245361,-0.613037,-6.388916,-2.121826
180,1.0675873756408691,-3.334961,-3.682861,7.937256
181,1.0756499767303467,5.343262,5.842773,-6.363037
182,1.0777056217193604,1.496582,-3.512207,4.899902
183,1.0878026485443115,-8.000000,1.417725,2.819336
184,1.0878026485443115,0.905762,4.823242,-4.241455
185,1.0979220867156982,5.587402,-2.018066,7.937256
186,1.1059715747833252,-3.635254,-4.404297,-8.000000
187,1.1080269813537598,-3.320312,1.188965,7.937256
188,1.118133544921875,7.410645,7.140869,-8.000000
189,1.118133544921875,0.352051,-8.000000,7.937256
190,1.1282269954681396,-7.409668,7.937256,-4.573975
191,1.1362855434417725,7.937256,0.953857,4.585693
192,1.138340711593628,2.395996,-7.224854,-4.568359
193,1.146395206451416,-3.091309,5.928223,-2.311523
194,1.1484546661376953,-0.303711,-1.869873,7.937256
195,1.1585559844970703,0.805664,2.501953,-8.000000
196,1.1585559844970703,-4.591553,-8.000000,7.937256
197,1.1686577796936035,2.476318,7.937256,-7.373291
198,1.1767230033874512,-2.621826,-6.691162,1.789062
199,1.1787738800048828,-4.023682,0.439941,3.512451
200,1.188880205154419,-1.054932,1.028564,-1.868408
201,1.188880205154419,7.937256,2.887451,5.061523
202,1.1990044116973877,-5.296387,-7.901367,-6.979248
203,1.207052230834961,1.165283,4.068359,7.937256
204,1.209099292755127,4.804688,2.001221,-8.000000
205,1.217158555984497,-0.674805,-5.735596,7.937256
206,1.2273120880126953,-6.655762,7.099609,-6.037842
207,1.2293264865875244,3.192871,2.181152,2.217041
208,1.2293264865875244,2.351074,-1.763916,-5.656250
209,1.239391565322876,-4.838135,2.555176,3.409668
210,1.247462511062622,7.937256,1.278076,7.937256
211,1.2495110034942627,-8.000000,-4.803467,-8.000000
212,1.2595632076263428,3.063477,7.937256,7.937256
213,1.2595632076263428,1.331055,3.417969,-8.000000
214,1.2696261405944824,5.388672,-8.000000,7.937256
215,1.279759407043457,-8.000000,7.937256,-7.114258
216,1.279759407043457,7.937256,-5.645752,7.937256
217,1.2899062633514404,0.319092,2.601318,-8.000000
218,1.2979910373687744,-1.956543,-8.000000,3.340088
219,1.3000450134277344,4.883301,7.937256,2.131592
220,1.3101258277893066,-0.306396,-2.653809,-6.350342
221,1.3101258277893066,-2.189941,0.830078,7.927246
222,1.3202807903289795,6.540771,0.692139,-3.551270
223,1.3202807903289795,2.783691,-2.999512,6.250488
224,1.3304078578948975,-2.212402,2.058838,-4.046875
225,1.3304078578948975,-1.315430,-7.198730,7.695312
226,1.3404498100280762,0.006836,7.937256,-0.010010
227,1.3505754470825195,1.689453,-8.000000,-5.239746
228,1.3505754470825195,-1.343018,3.773926,7.937256
229,1.364020824432373,4.329346,3.856201,-8.000000
230,1.368065357208252,5.129639,-2.306396,7.937256
231,1.3740334510803223,-5.687988,-6.467041,-8.000000
232,1.3830692768096924,-2.144775,5.331543,7.937256
233,1.3870539665222168,-2.472656,2.584229,-8.000000
234,1.3913838863372803,5.012695,-8.000000,7.937256
235,1.4015581607818604,-7.452881,6.924072,-2.290527
236,1.4015581607818604,7.937256,5.289307,2.323975
237,1.4096519947052002,0.261963,-8.000000,0.842773
238,1.411700963973999,-7.366699,7.937256,-8.000000
239,1.4217824935913086,0.348145,-4.989502,7.937256
240,1.4217824935913086,-4.662109,2.539307,-8.000000
241,1.4319241046905518,4.904541,-8.000000,7.937256
242,1.4399998188018799,-2.260742,7.937256,-2.147461
243,1.4420661926269531,0.861572,-2.728271,-4.498047
244,1.4522099494934082,-4.102783,0.038330,7.937256
245,1.4522099494934082,-3.978271,-0.341064,-3.870361
246,1.4623453617095947,4.409180,-1.534180,5.778809
247,1.470426321029663,-4.001953,-5.378418,-4.490967
248,1.4724748134613037,-0.009033,-2.538330,5.703613
249,1.4826087951660156,6.573486,4.451172,-1.300537
250,1.4826087951660156,-3.891357,-6.870117,-8.000000
251,1.4927153587341309,3.518555,1.576172,7.937256
252,1.4927153587341309,0.349609,6.195557,-8.000000
